Timestamp,trade-volume
2021-01-23 23:00:00,414697183.05480003
2021-01-24 23:00:00,362355621.4916
2021-01-25 23:00:00,724029496.8172
2021-01-26 23:00:00,782611741.174
2021-01-27 23:00:00,1231838586.1599
2021-01-28 23:00:00,1030518859.4481
2021-01-29 23:00:00,2130003472.9692001
2021-01-30 23:00:00,559013708.158
2021-01-31 23:00:00,358122291.45
2021-02-01 23:00:00,555827113.908
2021-02-02 23:00:00,598901450.2308002
2021-02-03 23:00:00,704292313.8375
2021-02-04 23:00:00,833075414.8451998
2021-02-05 23:00:00,464369301.493
2021-02-06 23:00:00,815234883.4812
2021-02-07 23:00:00,507510700.3529999
2021-02-08 23:00:00,1848583587.0119998
2021-02-09 23:00:00,1278680840.4312
2021-02-10 23:00:00,854939011.6974
2021-02-11 23:00:00,990292287.0491999
2021-02-12 23:00:00,689712445.314
2021-02-13 23:00:00,410208224.0802
2021-02-14 23:00:00,517594005.19490004
2021-02-15 23:00:00,708415696.938
2021-02-16 23:00:00,899200170.726
2021-02-17 23:00:00,1071500775.2992
2021-02-18 23:00:00,665321948.17
2021-02-19 23:00:00,1203321961.67
2021-02-20 23:00:00,737451802.1999999
2021-02-21 23:00:00,515842591.9302
2021-02-22 23:00:00,1925933019.174
2021-02-23 23:00:00,2125994179.9211
2021-02-24 23:00:00,1058762335.0275999
2021-02-25 23:00:00,915917915.7024
2021-02-26 23:00:00,1077018778.2680998
2021-02-27 23:00:00,399909227.55840003
2021-02-28 23:00:00,724061272.7104
2021-03-01 23:00:00,967845187.1567999
2021-03-02 23:00:00,645712708.9319999
2021-03-03 23:00:00,806146031.418
2021-03-04 23:00:00,781773549.7164001
2021-03-05 23:00:00,757198942.4943999
2021-03-06 23:00:00,314191307.884
2021-03-07 23:00:00,439137853.70299995
2021-03-08 23:00:00,593714545.9992
2021-03-09 23:00:00,757075750.3895999
2021-03-10 23:00:00,1017432150.9559002
2021-03-11 23:00:00,867544807.9200001
2021-03-12 23:00:00,701008587.7872
2021-03-13 23:00:00,988962162.2946001
2021-03-14 23:00:00,461229239.306
2021-03-15 23:00:00,1029700470.848
2021-03-16 23:00:00,933139262.0879998
2021-03-17 23:00:00,870414831.54
2021-03-18 23:00:00,769968936.616
2021-03-19 23:00:00,512236900.775
2021-03-20 23:00:00,388273949.242
2021-03-21 23:00:00,493777972.15409994
2021-03-22 23:00:00,818803864.2720001
2021-03-23 23:00:00,694554383.7493999
2021-03-24 23:00:00,930278334.3463001
2021-03-25 23:00:00,798490265.9184
2021-03-26 23:00:00,654657557.7619001
2021-03-27 23:00:00,417333164.98289996
2021-03-29 00:00:00,354789416.1339
2021-03-30 00:00:00,778905384.4239
2021-03-31 00:00:00,505528990.7958
2021-04-01 00:00:00,716750367.2175
2021-04-02 00:00:00,384195844.2432
2021-04-03 00:00:00,484719745.7236
2021-04-04 00:00:00,350520423.44759995
2021-04-05 00:00:00,244447137.70749998
2021-04-06 00:00:00,401549573.229
2021-04-07 00:00:00,389087525.5784
2021-04-08 00:00:00,756167636.0843999
2021-04-09 00:00:00,475807458.1388999
2021-04-10 00:00:00,407439694.0436
2021-04-11 00:00:00,689236659.54
2021-04-12 00:00:00,315279095.9451
2021-04-13 00:00:00,533381831.04499996
2021-04-14 00:00:00,932699539.664
2021-04-15 00:00:00,1004822805.7968
2021-04-16 00:00:00,480649145.05439997
2021-04-17 00:00:00,905029645.7906001
2021-04-18 00:00:00,444839749.04249996
2021-04-19 00:00:00,1795641744.0864
2021-04-20 00:00:00,829117286.5497999
2021-04-21 00:00:00,971129684.1243
2021-04-22 00:00:00,629420904.768
2021-04-23 00:00:00,1187405699.3865001
2021-04-24 00:00:00,1413848471.2289
2021-04-25 00:00:00,458274326.69310004
2021-04-26 00:00:00,576635611.2210001
2021-04-27 00:00:00,848207062.7712
2021-04-28 00:00:00,509014490.488
2021-04-29 00:00:00,563311741.806
2021-04-30 00:00:00,579652972.723
2021-05-01 00:00:00,683907404.46
2021-05-02 00:00:00,337492054.7
2021-05-03 00:00:00,286521388.9888
2021-05-04 00:00:00,571622384.9631
2021-05-05 00:00:00,836868262.6416
2021-05-06 00:00:00,775797222.5643001
2021-05-07 00:00:00,605987088.7744
2021-05-08 00:00:00,622419281.3629
2021-05-09 00:00:00,523002028.07149994
2021-05-10 00:00:00,534233808.3888
2021-05-11 00:00:00,903456808.965
2021-05-12 00:00:00,546570032.5
2021-05-13 00:00:00,928999961.1595999
2021-05-14 00:00:00,1528100267.3316
2021-05-15 00:00:00,573671658.7248
2021-05-16 00:00:00,536658388.23960006
2021-05-17 00:00:00,795540649.036
2021-05-18 00:00:00,1365356635.4928
2021-05-19 00:00:00,776420981.7175001
2021-05-20 00:00:00,3192479060.6673994
2021-05-21 00:00:00,1507671102.5376
2021-05-22 00:00:00,1438210289.5839999
2021-05-23 00:00:00,666031627.835
2021-05-24 00:00:00,1106858419.3752
