Timestamp,hash-rate
2020-10-23 00:00:00,136175009.87699613
2020-10-24 00:00:00,133536442.03601241
2020-10-25 00:00:00,133347787.62065114
2020-10-25 23:00:00,132921756.35029761
2020-10-26 23:00:00,130791599.99853002
2020-10-27 23:00:00,124401130.94322725
2020-10-28 23:00:00,120140818.23969206
2020-10-29 23:00:00,116022515.95960805
2020-10-30 23:00:00,113182307.4905846
2020-10-31 23:00:00,107643900.97598886
2020-11-01 23:00:00,108779984.36359824
2020-11-02 23:00:00,106649828.01183067
2020-11-03 23:00:00,110352547.38279952
2020-11-04 23:00:00,115107145.47938488
2020-11-05 23:00:00,117295045.81540217
2020-11-06 23:00:00,119772222.06754528
2020-11-07 23:00:00,121130852.42189348
2020-11-08 23:00:00,119831614.77952181
2020-11-09 23:00:00,128395929.46810685
2020-11-10 23:00:00,128159204.24421583
2020-11-11 23:00:00,126728589.87125714
2020-11-12 23:00:00,128278422.10862906
2020-11-13 23:00:00,126609372.00684391
2020-11-14 23:00:00,126132500.54919101
2020-11-15 23:00:00,127563114.92214969
2020-11-16 23:00:00,124869930.27180235
2020-11-17 23:00:00,126964111.47028208
2020-11-18 23:00:00,130557849.91211648
2020-11-19 23:00:00,128602936.8009665
2020-11-20 23:00:00,133025455.05449381
2020-11-21 23:00:00,137215282.81839433
2020-11-22 23:00:00,141076183.18505353
2020-11-23 23:00:00,140083639.15004918
2020-11-24 23:00:00,137459413.9741785
2020-11-25 23:00:00,135709930.52359805
2020-11-26 23:00:00,137334450.8705656
2020-11-27 23:00:00,135584967.41998515
2020-11-28 23:00:00,133710520.86579183
2020-11-29 23:00:00,131309769.58997229
2020-11-30 23:00:00,128313154.48992194
2020-12-01 23:00:00,131996845.77838095
2020-12-02 23:00:00,130449316.11808944
2020-12-03 23:00:00,133063743.47504075
2020-12-04 23:00:00,133409747.6679513
2020-12-05 23:00:00,133755751.86086187
2020-12-06 23:00:00,132914894.02681777
2020-12-07 23:00:00,137948518.46795622
2020-12-08 23:00:00,136860167.23743978
2020-12-09 23:00:00,137948518.46795622
2020-12-10 23:00:00,134275333.06496328
2020-12-11 23:00:00,133459069.64207599
2020-12-12 23:00:00,131826542.79630136
2020-12-13 23:00:00,134533587.60765916
2020-12-14 23:00:00,133351912.23475647
2020-12-15 23:00:00,132323572.34683487
2020-12-16 23:00:00,132373208.74072973
2020-12-17 23:00:00,131791042.04281819
2020-12-18 23:00:00,133832920.56666502
2020-12-19 23:00:00,136823648.1009804
2020-12-20 23:00:00,135635056.09561107
2020-12-21 23:00:00,134441785.8073799
2020-12-22 23:00:00,134839542.5701236
2020-12-23 23:00:00,136297984.0335173
2020-12-24 23:00:00,135900227.2707736
2020-12-25 23:00:00,134176614.63221742
2020-12-26 23:00:00,131392317.29301132
2020-12-27 23:00:00,130994560.5302676
2020-12-28 23:00:00,134096925.47590561
2020-12-29 23:00:00,135214014.93546134
2020-12-30 23:00:00,137514350.8900015
2020-12-31 23:00:00,142734576.909303
2021-01-01 23:00:00,143322827.58752078
2021-01-02 23:00:00,145103346.17464507
2021-01-03 23:00:00,146350014.083808
2021-01-04 23:00:00,148066610.06709144
2021-01-05 23:00:00,148727032.05668595
2021-01-06 23:00:00,149387454.04628047
2021-01-07 23:00:00,149651622.8421183
2021-01-08 23:00:00,149519538.44419938
2021-01-09 23:00:00,148690226.43303126
2021-01-10 23:00:00,151089413.12252632
2021-01-11 23:00:00,150775619.32875097
2021-01-12 23:00:00,151697118.48429388
2021-01-13 23:00:00,150562301.29304817
2021-01-14 23:00:00,149884529.16858575
2021-01-15 23:00:00,153019188.22568038
2021-01-16 23:00:00,155416162.87700745
2021-01-17 23:00:00,151611247.4016758
2021-01-18 23:00:00,150294161.27559948
2021-01-19 23:00:00,150440504.17849684
2021-01-20 23:00:00,148830732.24662575
2021-01-21 23:00:00,146196559.99447307
2021-01-22 23:00:00,144294102.25680727
2021-01-23 23:00:00,145607574.27831855
2021-01-24 23:00:00,146698957.53407046
2021-01-25 23:00:00,146182103.57621294
2021-01-26 23:00:00,148185308.0511051
2021-01-27 23:00:00,148549580.9471551
2021-01-28 23:00:00,151113601.54145053
2021-01-29 23:00:00,152810307.7461932
2021-01-30 23:00:00,150095785.4763936
2021-01-31 23:00:00,150835173.58218864
2021-02-01 23:00:00,147877621.15900847
2021-02-02 23:00:00,146546722.56857738
2021-02-03 23:00:00,147729743.53784946
2021-02-04 23:00:00,149947907.8552346
2021-02-05 23:00:00,152461827.41493773
2021-02-06 23:00:00,156496366.00919226
2021-02-07 23:00:00,158947631.13423175
2021-02-08 23:00:00,165861253.1121619
2021-02-09 23:00:00,165150693.72026795
2021-02-10 23:00:00,164735889.570692
2021-02-11 23:00:00,160711290.00435212
2021-02-12 23:00:00,157334595.3952426
2021-02-13 23:00:00,157086558.55281204
2021-02-14 23:00:00,156021048.9502251
2021-02-15 23:00:00,154346676.71758857
2021-02-16 23:00:00,150997932.25231546
2021-02-17 23:00:00,150236853.9647534
2021-02-18 23:00:00,151454579.2248527
2021-02-19 23:00:00,153151584.7444055
2021-02-20 23:00:00,151777617.95629358
2021-02-21 23:00:00,150850010.2830297
2021-02-22 23:00:00,148383785.46233895
2021-02-23 23:00:00,149558390.9927191
2021-02-24 23:00:00,153082073.6749964
2021-02-25 23:00:00,156295152.32763532
2021-02-26 23:00:00,154427502.27930504
2021-02-27 23:00:00,156124507.79885787
2021-02-28 23:00:00,154581775.50835532
2021-03-01 23:00:00,154118955.82120457
2021-03-02 23:00:00,156587327.48600864
2021-03-03 23:00:00,155507414.88265684
2021-03-04 23:00:00,151187764.4692497
2021-03-05 23:00:00,152730496.75975224
2021-03-06 23:00:00,151688789.94012302
2021-03-07 23:00:00,153716875.77834654
2021-03-08 23:00:00,157270062.99352622
2021-03-09 23:00:00,156532984.65120938
2021-03-10 23:00:00,155778275.3953462
2021-03-11 23:00:00,156136781.57953355
2021-03-12 23:00:00,155997206.24947733
2021-03-13 23:00:00,154598952.2360548
2021-03-14 23:00:00,156274408.8612731
2021-03-15 23:00:00,155208209.1906796
2021-03-16 23:00:00,156579037.33858553
2021-03-17 23:00:00,154598952.23605475
2021-03-18 23:00:00,157645237.00917903
2021-03-19 23:00:00,157420617.69129148
2021-03-20 23:00:00,159552422.85545164
2021-03-21 23:00:00,159862383.76013917
2021-03-22 23:00:00,160766785.1084469
2021-03-23 23:00:00,163071647.62666973
2021-03-24 23:00:00,165959097.37970915
2021-03-25 23:00:00,166720074.39596343
2021-03-26 23:00:00,165215303.4719893
2021-03-27 23:00:00,165991691.17627496
2021-03-29 00:00:00,166457523.79884633
2021-03-30 00:00:00,166457523.79884633
2021-03-31 00:00:00,164128360.68598935
2021-04-01 00:00:00,164904748.390275
2021-04-02 00:00:00,163507250.5225608
2021-04-03 00:00:00,165320614.4493433
2021-04-04 00:00:00,162156064.8432176
2021-04-05 00:00:00,161456161.73214823
2021-04-06 00:00:00,163641576.61130682
2021-04-07 00:00:00,164631661.99870595
2021-04-08 00:00:00,166049721.39905882
2021-04-09 00:00:00,165551986.66394424
2021-04-10 00:00:00,167595961.6638289
2021-04-11 00:00:00,171868015.58859318
2021-04-12 00:00:00,171703705.8222561
2021-04-13 00:00:00,169731988.62621102
2021-04-14 00:00:00,169403369.09353685
2021-04-15 00:00:00,165788554.2341209
2021-04-16 00:00:00,172130189.21775612
2021-04-17 00:00:00,164404171.2437249
2021-04-18 00:00:00,153847004.4563532
2021-04-19 00:00:00,150787954.81457797
2021-04-20 00:00:00,143371614.9804159
2021-04-21 00:00:00,141475361.29820365
2021-04-22 00:00:00,136207676.02162707
2021-04-23 00:00:00,131796265.46354511
2021-04-24 00:00:00,137155198.74795863
2021-04-25 00:00:00,146198398.66540647
2021-04-26 00:00:00,149045331.97275117
2021-04-27 00:00:00,151892265.28009585
2021-04-28 00:00:00,154236798.59202677
2021-04-29 00:00:00,161102931.8626816
2021-04-30 00:00:00,157586131.8947852
2021-05-01 00:00:00,159260798.54616445
2021-05-02 00:00:00,157685930.670364
2021-05-03 00:00:00,161148443.2430997
2021-05-04 00:00:00,167961731.45641086
2021-05-05 00:00:00,170671365.2049344
2021-05-06 00:00:00,169868525.99901262
2021-05-07 00:00:00,174317609.6128405
2021-05-08 00:00:00,175207666.0080333
2021-05-09 00:00:00,177526237.239258
2021-05-10 00:00:00,177672590.27902654
2021-05-11 00:00:00,178111649.39833218
2021-05-12 00:00:00,176794472.0404152
2021-05-13 00:00:00,178989767.63694352
2021-05-14 00:00:00,180666398.19828925
2021-05-15 00:00:00,179327827.54162315
2021-05-16 00:00:00,176179075.04398844
2021-05-17 00:00:00,172435828.21588308
2021-05-18 00:00:00,167614164.7456519
2021-05-19 00:00:00,160228122.63943455
2021-05-20 00:00:00,157288750.71671078
2021-05-21 00:00:00,150653185.8167617
2021-05-22 00:00:00,146384382.44060788
2021-05-23 00:00:00,145139314.7892297
